-0.17466,-0.1909,-0.065282
0.20531,-0.61904,-0.21145
-0.54575,-0.26623,0.4056
-0.27372,-0.61175,0.0058364
-0.29764,-0.24514,-0.18064
-0.04841,-0.15474,-0.032602
-0.57146,-0.67743,-0.23248
0.25567,-0.28872,-0.10842
-0.66421,-0.067359,0.25813
0.08247,-0.16761,-0.13913
-0.14283,-0.53277,-0.43394
-0.022381,-0.15185,-0.18319
-0.18271,-0.49797,-0.50736
-0.14614,-0.2958,-0.40109
-0.46878,-0.35808,0.025662
0.35297,-0.39736,0.038956
-0.65882,-0.069142,0.28172
-0.58069,-0.34822,0.091716
-0.65381,-0.54508,-0.19497
-0.54278,-0.48853,0.18137
0.029365,-0.69292,-0.37936
-0.45605,-0.30927,0.20671
-0.0041326,-0.24235,0.17294
0.27598,-0.50493,0.014414
-0.45235,-0.20611,0.3933
0.31469,-0.39547,0.066924
0.13265,-0.57163,0.18131
0.22044,-0.42547,0.13903
-0.5221,-0.59591,-0.29877
-0.072683,-0.42866,0.26135
-0.39652,-0.52664,-0.4049
0.0459,-0.29643,0.21526
-0.46787,-0.43379,0.091666
-0.64386,-0.18468,0.086463
-0.56193,-0.43453,-0.20578
-0.48636,-0.32332,-0.21739
-0.59268,-0.30439,0.057697
-0.70291,-0.10543,0.33742
-0.60339,-0.44609,0.20484
-0.61976,-0.48734,0.12955
-0.59901,-0.39495,0.13853
-0.72217,-0.57186,0.017701
-0.68898,-0.5469,-0.11907
0.18228,-0.34625,0.16243
-0.56553,-0.68012,0.083636
0.17768,-0.20874,-0.16277
-0.40763,-0.42357,-0.40475
-0.45783,-0.30397,-0.15037
-0.13909,-0.62976,-0.34597
-0.15363,-0.32505,-0.47379
-0.032147,-0.20123,-0.41529
-0.5463,-0.51811,-0.29849
-0.096485,-0.29794,0.21657
-0.64921,-0.69873,-0.0067214
-0.15841,-0.53427,0.20484
-0.58479,-0.36626,0.11546
-0.05546,-0.63457,0.16506
0.035376,-0.29086,-0.38269
-0.75931,-0.14748,0.24565
-0.17269,-0.22398,-0.0061199
-0.17003,-0.27634,-0.30264
-0.39698,-0.68789,-0.24769
-0.54281,-0.35273,0.17905
0.38258,-0.45754,-0.12222
0.0002109,-0.32185,0.23231
0.037587,-0.22787,0.12711
-0.17528,-0.40075,-0.52476
-0.07332,-0.20661,-0.37789
0.18703,-0.24129,-0.23767
-0.1725,-0.6152,0.11865
0.062207,-0.39035,0.24853
0.1445,-0.66892,-0.03443
-0.024459,-0.74131,-0.11596
-0.19096,-0.18606,-0.11222
-0.51135,-0.42102,-0.30277
-0.042725,-0.18259,-0.28299
-0.18188,-0.44556,0.21087
-0.54548,-0.57294,-0.24647
-0.1831,-0.22636,-0.23218
-0.50839,-0.19692,0.43597
-0.1301,-0.2397,-0.45864
-0.7084,-0.48407,-0.014897
-0.15566,-0.659,-0.51713
-0.69857,-0.32971,0.083183
-0.6332,-0.66811,-0.16936
-0.34946,-0.6432,-0.086201
-0.53976,-0.36484,0.38252
-0.63052,-0.73254,-0.055656
-0.13686,-0.16324,-0.032582
-0.50141,-0.35573,0.020001
-0.21987,-0.46839,-0.5358
-0.59502,-0.29461,0.095649
-0.3996,-0.26577,-0.11595
-0.1706,-0.53483,-0.52822
-0.22626,-0.35139,0.13198
-0.59408,-0.15913,0.28084
-0.47241,-0.69053,-0.030439
-0.40017,-0.50512,0.048243
-0.68372,-0.43113,0.0047141
-0.48126,-0.5869,0.076007
0.039719,-0.73112,-0.19556
-0.60521,-0.51983,-0.23148
0.11283,-0.26207,0.15439
0.10517,-0.48764,-0.36164
0.2939,-0.30954,-0.18756
0.21679,-0.55373,0.08152
-0.32726,-0.69153,-0.17166
-0.25504,-0.24243,0.0018387
-0.13519,-0.6676,0.057864
-0.20706,-0.65455,-0.32247
-0.52945,-0.30333,0.25859
-0.1643,-0.13765,-0.12077
-0.63173,-0.089078,0.15642
-0.67591,-0.10013,0.35343
-0.70419,-0.49361,0.033687
0.30274,-0.31919,-0.0064722
-0.58868,-0.37401,0.25919
0.029587,-0.67959,0.070618
-0.58513,-0.77213,-0.1098
0.20438,-0.62159,-0.037328
-0.45184,-0.65296,-0.01079
-0.023712,-0.67299,0.092981
-0.45553,-0.2248,0.3171
-0.26701,-0.33224,0.076996
-0.12527,-0.70677,-0.052252
-0.16924,-0.50876,-0.53814
-0.65947,-0.45436,-0.11658
-0.33833,-0.68214,-0.31329
-0.45052,-0.53081,0.086573
0.30021,-0.41317,0.055626
0.33518,-0.34964,0.030531
-0.11276,-0.7154,-0.17815
-0.31866,-0.3037,0.036089
0.27449,-0.57289,-0.26441
-0.27439,-0.28775,-0.30948
-0.15939,-0.68029,-0.17849
-0.19538,-0.36161,-0.49575
0.35758,-0.5021,-0.092072
-0.084671,-0.13217,-0.14991
-0.57965,-0.37013,0.30222
-0.50034,-0.2619,0.44698
-0.57321,-0.36327,-0.068991
-0.5497,-0.73262,-0.18811
-0.52689,-0.18923,0.41814
-0.11552,-0.7044,-0.21077
-0.49144,-0.67551,0.0028969
-0.62013,-0.43058,0.13489
0.23447,-0.30483,0.043233
-0.54026,-0.44029,0.26385
0.27825,-0.34341,0.016184
0.087178,-0.20066,-0.24228
-0.076243,-0.64277,-0.4064
0.37688,-0.43564,-0.038071
-0.157,-0.53538,-0.42216
-0.23198,-0.48206,0.13461
0.068577,-0.63884,-0.39932
-0.0086861,-0.47679,-0.43217
-0.7083,-0.55232,-0.065044
-0.19405,-0.21358,-0.17784
-0.70803,-0.136,0.21231
-0.65095,-0.49267,0.10325
-0.22618,-0.66227,-0.067148
-0.16609,-0.23012,0.040026
-0.69233,-0.16057,0.29512
0.1384,-0.64478,-0.29464
-0.13606,-0.61873,-0.39686
-0.2337,-0.45713,-0.51209
-0.54587,-0.6521,0.11678
0.081299,-0.16248,-0.08935
0.040543,-0.72777,-0.066838
-0.091805,-0.71747,-0.019208
-0.13703,-0.26369,0.13305
-0.42163,-0.35719,-0.34515
0.14451,-0.64371,-0.33331
-0.51935,-0.56319,0.12156
-0.72795,-0.19272,0.16725
-0.12896,-0.34219,-0.49369
0.076266,-0.54664,0.22968
-0.24951,-0.69499,-0.2669
-0.1947,-0.39441,-0.42274
0.22738,-0.59866,-0.26796
-0.20214,-0.34598,-0.39973
0.22476,-0.5897,-0.17901
-0.37103,-0.41416,0.054698
0.0012716,-0.53345,0.24705
-0.10063,-0.64035,-0.46936
0.060371,-0.1819,0.031995
-0.4057,-0.63402,-0.36945
-0.40589,-0.65345,-0.065166
-0.074006,-0.45228,0.25844
-0.47521,-0.34885,-0.024879
0.27652,-0.40051,0.047625
-0.47791,-0.64723,-0.25091
-0.42094,-0.27873,-0.24754
-0.58536,-0.092594,0.26647
-0.20462,-0.67995,-0.22481
0.19951,-0.25986,0.025533
-0.62965,-0.3017,0.034153
-0.34455,-0.49583,-0.42968
-0.46753,-0.50768,-0.37472
-0.65631,-0.1524,0.30867
-0.56493,-0.59288,0.13248
-0.6065,-0.28014,0.041572
0.17112,-0.2095,-0.051871
-0.66979,-0.22255,0.11196
0.091439,-0.50556,0.23704
-0.13729,-0.55363,-0.44428
0.072487,-0.19295,-0.24112
0.058042,-0.56687,0.22382
-0.43645,-0.68828,-0.16244
-0.52899,-0.39625,-0.22615
-0.34437,-0.36919,-0.39408
-0.44598,-0.19973,0.3573
-0.51711,-0.32912,0.42988
-0.71165,-0.32314,0.10794
0.29136,-0.31607,-0.04223
-0.27238,-0.59894,-0.40154
-0.027344,-0.6705,-0.42019
0.3336,-0.53608,-0.17604
-0.4903,-0.44814,0.18706
-0.7223,-0.28937,0.14917
-0.46519,-0.33608,0.1719
0.36183,-0.43696,-0.19315
-0.0040877,-0.739,-0.11497
-0.60959,-0.55283,-0.23501
-0.085255,-0.63975,-0.4955
-0.67844,-0.13908,0.16479
-0.60276,-0.16595,0.11418
-0.17974,-0.47364,-0.46388
0.21659,-0.28574,-0.23063
0.35316,-0.34386,-0.085998
-0.29367,-0.44339,-0.41352
0.23803,-0.55724,0.020231
-0.68795,-0.38441,0.12609
-0.32368,-0.46691,0.069416
-0.036763,-0.68196,-0.311
-0.32878,-0.26277,-0.26514
-0.16181,-0.24835,0.085719
-0.12171,-0.27861,0.17972
-0.08094,-0.13187,-0.10144
-0.5328,-0.21909,0.35507
-0.19842,-0.40596,-0.46407
-0.61625,-0.10807,0.14033
-0.030391,-0.69585,-0.28909
-0.67937,-0.67826,-0.025983
-0.567,-0.75353,-0.15506
0.020228,-0.70705,0.023507
0.11938,-0.23767,0.11905
-0.68086,-0.23865,0.1169
0.15579,-0.66445,-0.10258
-0.45464,-0.39358,0.20553
-0.63842,-0.38404,0.137
-0.38108,-0.50079,0.038815
-0.45899,-0.37293,0.30395
0.31028,-0.32143,-0.1289
-0.66736,-0.58657,-0.17137
-0.28835,-0.52212,-0.4207
0.21658,-0.48833,0.14398
